1	0	90670906	0.0203
1	151027387	248956422	0.018
6	0	58446387	0.0106
2	23652561	26444262	0.1003
13	47101709	51872683	0.0838
3	0	57008286	0.03
5	91957494	113044363	0.0539
6	0	25812922	0.0422
10	111163885	133797422	0.0378
10	110650777	133797422	0.0408
10	69856167	133797422	0.0171
11	0	46252592	0.018
11	0	135086622	0.0152
12	0	133275309	0.012
13	42832258	114364328	0.032
13	18051248	114364328	0.0107
13	47013287	50791130	0.0951
14	98931659	107043718	0.0582
15	19725254	101991189	0.0114
15	19725254	101991189	0.0323
16	75127407	90338345	0.0757
17	0	22743028	0.0443
18	0	14352093	0.0179
18	0	15165363	0.0496
20	38083532	51948629	0.0628
20	36401266	64444167	0.0318
20	32660463	51424333	0.1102
22	28527329	50818468	0.037
1	0	55327252	0.0286
1	0	98123136	0.0167
3	84093956	198295559	0.0454
5	0	9092530	0.0434
1	0	36420516	0.058
19	0	22935597	0.0556
2	0	88830496	0.0064
2	0	61476721	0.0434
4	187374682	190214555	0.0618
4	0	4299777	0.0675
4	0	38660438	0.0189
4	73033944	190214555	0.0169
7	101192604	103754905	0.1758
14	18173523	107043718	0.0161
7	0	50286121	0.0343
11	0	47354897	0.027
11	0	9049689	0.0297
11	111128571	135086622	0.0972
12	0	6317886	0.0477
14	32062828	107043718	0.0277
13	37094242	114364328	0.0154
13	18051248	24170687	0.0498
13	50366007	114364328	0.0185
14	18173523	107043718	0.0187
14	43772058	107043718	0.0215
14	49856168	75356453	0.0535
20	32566171	46344561	0.1712
16	84429129	90338345	0.0603
22	31869917	50818468	0.0942
17	0	22743028	0.0531
17	80272935	83257441	0.0765
21	12915808	46709983	0.0249
21	12915808	46709983	0.0216
22	32427084	50818468	0.0473
22	41019640	50818468	0.0534
22	15054318	50818468	0.0163
1	0	35984964	0.0321
1	0	104230113	0.0112
17	18156878	21599881	
1	0	99866705	0.0155
1	162250754	248956422	0.0423
3	0	2547638	0.0534
2	24813989	27057272	
2	0	21091979	0.0259
2	239567564	242193529	0.0684
2	0	86344292	0.0261
2	204302625	242193529	0.0205
18	0	80373285	0.0738
3	0	64106670	0.0154
3	0	2521802	0.0943
3	175534948	198295559	0.0241
6	92133974	170805979	0.0191
8	0	145138636	0.0139
10	112153464	133797422	0.0363
10	112386744	133797422	0.0305
11	0	23583598	0.0677
11	80582906	106042257	0.0454
11	0	50749908	0.0145
11	79508543	135086622	0.0219
12	7934492	13200985	0.0754
12	48914501	133275309	0.0109
12	65633034	133275309	0.0162
13	40894569	67115924	0.04
16	46880510	90338345	0.0275
13	50791130	74277918	0.0547
13	46228533	50926555	0.1361
13	82709050	114364328	0.0291
14	67589673	107043718	0.0218
15	19725254	101991189	0.052
15	19725254	101991189	0.045
15	19725254	101991189	0.018
15	19725254	101991189	0.0144
17	0	22693368	0.0615
18	28633122	80373285	0.0452
19	0	19744845	0.0636
20	32594006	47078312	0.0605
21	12915808	46709983	0.0199
21	20517528	46709983	0.0349
21	12915808	46709983	0.0303
22	19443873	50818468	0.04
1	17809387	30678472	0.1492
3	178574565	188324046	0.1135
6	0	21780558	0.0353
6	0	27413954	0.0274
7	22132197	50974051	0.0738
8	0	6150249	0.0201
9	88684206	138394717	0.0179
14	64817603	107043718	0.0545
13	91013934	114364328	0.087
10	118669269	133797422	0.0351
11	0	40701354	0.0321
12	51910615	133275309	0.0182
12	0	133275309	0.019
13	45679058	51910659	0.0899
14	31899646	107043718	0.0203
15	62751580	101991189	0.034
16	24882447	31805823	0.1284
17	0	22743028	0.053
18	0	2081667	0.0828
18	0	14974517	0.0059
19	48817750	58617616	0.0312
20	32299381	47733014	0.0734
21	41468245	46709983	0.0575
21	12915808	46709983	0.0198
22	28710745	31063208	
1	0	16042482	0.113
1	0	30652434	0.0248
2	24429595	26930006	0.1998
2	0	50115694	0.02
3	94802716	198295559	0.0293
4	81598489	87471259	0.1243
6	0	11774350	0.0299
6	79384454	170805979	0.0195
7	36717858	47214915	0.0568
8	52022918	145138636	0.0112
10	45019605	133797422	0.0218
11	76164985	135086622	0.0352
12	48796041	133275309	0.0193
13	18051248	114364328	0.015
14	18173523	107043718	0.0094
14	18173523	107043718	0.0185
14	18173523	107043718	0.0166
14	18173523	107043718	0.0184
14	18173523	107043718	0.0201
15	19725254	101991189	0.0107
15	19725254	101991189	0.0239
20	0	64444167	0.0328
17	44501514	83257441	0.0204
18	23736980	61401621	0.0484
18	0	80373285	0.0297
21	12915808	46709983	0.0172
20	32575763	51099580	0.0499
21	36936252	46709983	0.0219
22	15054318	50818468	0.0228
1	0	54857195	0.0512
20	0	64444167	0.0241
1	0	101977470	0.0159
2	0	74239467	0.0138
2	223436179	242193529	0.0307
3	140423083	198295559	0.0292
7	105656037	159345973	0.0276
8	0	32275366	0.0259
8	66062017	145138636	0.0321
3	103461553	198295559	0.0201
