1	764788	87109267	0.025
1	87109268	120217058	0.02
1	144101324	222713034	0.04
1	222713035	222867750	0.06
1	222867751	247184012	0.04
10	92786	7099310	0.02
10	7099311	33427378	0.025
10	33427379	89691534	0.02
10	89691535	89701721	0
10	89701722	135297521	0.02
11	1067507	36304040	0.025
11	36304041	49000314	0.03
11	49000315	49015931	0.02
11	49038693	77297651	0.03
11	77333844	77348109	0.02
11	77348110	80464410	0.03
11	80464411	80771230	0.02
11	80771231	85686828	0.03
11	85707807	134442816	0.025
12	1035195	7837046	0.03
12	7837047	7876214	0.02
12	7876215	8261719	0.03
12	8283380	8322357	0.02
12	8402555	31102644	0.03
12	31164465	31245446	0.02
12	31245447	62211053	0.03
12	62211054	62395970	0.02
12	62430690	113009964	0.03
12	113009965	113104104	0.04
12	113104105	131270601	0.03
13	18928015	113089128	0.03
14	19504384	21909583	0.03
14	21909584	22073928	0.04
14	22073929	105341040	0.03
15	20308857	20600490	0.04
15	20600491	20772995	0.03
15	21175042	21213381	0.04
15	21237833	21259475	0.05
15	21269539	21382109	0.06
15	21382110	21542809	0.04
15	21542810	82601861	0.02
15	82601862	82614725	0.04
15	82709578	82738893	0.03
15	82876689	100220766	0.04
16	29267	33762167	0.035
16	34058023	57183253	0.02
16	57183254	57222570	0
16	57222571	77487698	0.02
16	77487699	77652412	0.01
16	77652413	87812159	0.02
17	38	15355069	0.03
17	15377683	15493209	0.02
17	15493210	15510734	0.03
17	15510735	15695683	0.02
17	15723414	18222751	0.03
17	18473046	18693407	0.02
17	18693408	20471849	0.03
17	20471850	20490413	0.02
17	20542348	27291551	0.03
17	27291552	27338474	0.02
17	27338475	40876647	0.03
17	40876648	40932406	0.02
17	41064175	42898493	0.03
17	42932711	43025968	0.02
17	43025969	51060146	0.03
17	51060147	51161231	0.04
17	51161232	57882551	0.03
17	57882552	57941749	0.02
17	57941750	60216795	0.03
17	60216796	60279868	0.02
17	60353616	77553076	0.03
17	77553077	77579099	0.04
17	77598428	77635652	0.03
18	50544	9859059	0.02
18	9859060	76116310	0.025
19	1021378	14254865	0.03
19	14254866	14272274	0.02
19	14272275	59405611	0.03
19	59428586	59444013	0.02
19	59444014	62796585	0.03
2	9466	61960135	0.03
2	61960136	62010354	0.02
2	62010355	97549275	0.03
2	97549276	97614799	0.02
2	97614800	108699016	0.03
2	108699017	108744387	0.02
2	108744388	112185583	0.03
2	112306575	112325579	0.02
2	112349726	130499687	0.03
2	130619437	130638842	0.02
2	130638843	130660680	0.03
2	130682628	130701607	0.02
2	130701608	131900016	0.03
2	131920748	131957494	0.02
2	131957495	131975400	0.03
2	131975401	131994669	0.02
2	132016729	132332306	0.03
2	132332307	132404484	0.02
2	132404485	218170221	0.03
2	218170222	218301796	0.04
2	218301797	224598117	0.03
2	224598118	224795758	0.04
2	224795759	241740316	0.03
20	1018505	14910835	0.04
20	14910836	14948101	0.03
20	14948102	14961101	0.02
20	14961102	38808856	0.04
20	38808857	38960912	0.05
20	38960913	62379890	0.04
21	14304884	14319850	0.02
21	14319851	46917267	0.03
22	15352921	15429033	0.04
22	15450227	15500095	0.05
22	15681547	19364176	0.04
22	19364177	19404938	0.03
22	19404939	20927323	0.04
22	20970020	21000369	0.03
22	21000370	23321696	0.04
22	23343494	23404453	0.03
22	23404454	31431172	0.04
22	31431173	31594685	0.05
22	31594686	32088745	0.04
22	32088746	32170337	0.03
22	32170338	48579317	0.04
3	1045777	24541025	0.02
3	24541026	25305836	0.1
3	25305837	25373573	0.12
3	25374638	26406440	0.08
3	26408087	26640121	0.12
3	26640122	47750492	0.04
3	47750493	47817341	0.03
3	47817342	48883817	0.04
3	48883818	48923335	0.03
3	48942803	60107246	0.04
3	60107247	60179231	0.03
3	60179232	60846362	0.04
3	60846363	60987320	0.03
3	60987321	64040044	0.04
3	64040045	64266363	0.05
3	64285434	125251486	0.04
3	125251487	125456654	0.05
3	125456655	127048011	0.04
3	127048012	127137299	0.03
3	127137300	131217795	0.04
3	131289127	131321274	0.03
3	131414373	198427397	0.04
4	63094	9730611	0.02
4	9730612	9941735	0.03
4	9941736	33514496	0.02
4	33514497	33526528	0.03
4	33545748	48344650	0.02
4	53365007	78335627	0.04
4	78335628	78562936	0.05
4	78562937	119556076	0.04
4	119591121	119722808	0.03
4	119722809	120478970	0.04
4	120478971	120612916	0.03
4	120612917	129151451	0.04
4	129151452	129263449	0.03
4	129263450	145013800	0.04
4	145042571	145193084	0.03
4	145193085	190245936	0.04
5	1087458	28825723	0.02
5	28849489	28999028	0.01
5	28999029	179827175	0.02
6	1015323	26768320	0.04
6	26866215	65356325	0.035
6	65356326	169886713	0.025
7	1045838	5128363	0.04
7	5128364	5183488	0.03
7	5183489	5240712	0.04
7	5240713	5336018	0.03
7	5336019	5792402	0.04
7	5792403	6018550	0.03
7	6018551	6287183	0.04
7	6287184	6382587	0.03
7	6382588	6737821	0.04
7	6737822	6947307	0.03
7	6947308	104271635	0.04
7	104271636	104399099	0.06
7	104399100	125534679	0.04
7	125534680	125886293	0.02
7	125886294	125955706	0.04
7	125955707	127889222	0.06
7	127889223	128060732	0.05
7	128091436	143498060	0.06
7	143715616	149214118	0.04
7	149282403	149634842	0.03
7	149634843	150379155	0.04
7	150379156	158771189	0.02
8	153201	146262658	0.035
9	200871	28050245	0.02
9	28050246	28147619	0.01
9	28147620	30330083	0.02
9	30330084	140139368	0.035
X	105073	114046817	0.01
X	114112404	114299959	0.02
X	114376344	154884814	0.01
